Anexo;Segmento;item;CEST;NCM;Descrição
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;230;2002300;3306.10.00;Dentifrícios
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;240;2002400;3306.20.00;Fios utilizados para limpar os espaços interdentais (fios dentais)
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;250;2002500;3306.90.00;Outras preparações para higiene bucal ou dentária
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;260;2002600;3307.10.00;Preparações para barbear (antes, durante ou após)
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;270;2002700;3307.20.10;Desodorantes (desodorizantes) corporais líquidos, exceto os classificados no CEST 20.027.01
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;271;2002701;3307.20.10;Loções e óleos desodorantes hidratantes líquidos
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;280;2002800;3307.20.10;Antiperspirantes líquidos
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;290;2002900;3307.20.90;Outros desodorantes (desodorizantes) corporais, exceto os classificados no CEST 20.029.01
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;291;2002901;3307.20.90;Outras loções e óleos desodorantes hidratantes
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;300;2003000;3307.20.90;Outros antiperspirantes
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;310;2003100;3307.30.00;Sais perfumados e outras preparações para banhos
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;320;2003200;3307.90.00;Outros produtos de perfumaria preparados
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;321;2003201;3307.90.00;Outros produtos de toucador preparados
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;330;2003300;3307.90.00;Soluções para lentes de contato ou para olhos artificiais
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;340;2003400;3401.11.90;Sabões de toucador em barras, pedaços ou figuras moldados, exceto CEST 20.034.01
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;341;2003401;3401.11.90;Lenços umedecidos
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;350;2003500;3401.19.00;Outros sabões, produtos e preparações, em barras, pedaços ou figuras moldados
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;351;;;
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;360;2003600;3401.20.10;Sabões de toucador sob outras formas
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;370;2003700;3401.30.00;Produtos e preparações orgânicos tensoativos para lavagem da pele, na forma de líquido ou de creme, acondicionados para venda a retalho, mesmo contendo sabão
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;380;2003800;4014.90.10;Bolsa para gelo ou para água quente
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;390;2003900;4014.90.90;Chupetas e bicos para mamadeiras e para chupetas, de borracha
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;400;2004000;"3924.90.003926.90.40926.90.90";Chupetas e bicos para mamadeiras e para chupetas, de silicone
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;410;2004100;4202.1;Malas e maletas de toucador
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;420;2004200;4818.10.00;Papel higiênico - folha simples
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;430;2004300;4818.10.00;Papel higiênico - folha dupla e tripla
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;440;2004400;4818.20.00;Lenços (incluídos os de maquilagem) e toalhas de mão
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;450;2004500;4818.20.00;Papel toalha de uso institucional do tipo comercializado em rolos igual ou superior a 80 metros e do tipo comercializado em folhas intercaladas
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;460;2004600;4818.30.00;Toalhas e guardanapos de mesa
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;470;2004700;4818.90.90;Toalhas de cozinha (papel toalha de uso doméstico)
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;480;2004800;9619.00.00;Fraldas, exceto os descritos no CEST 20.048.01
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;481;2004801;9619.00.00;Fraldas de fibras têxteis
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;490;2004900;9619.00.00;Tampões higiênicos
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;500;2005000;9619.00.00;Absorventes higiênicos externos
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;510;2005100;5601.21.90;Hastes flexíveis (uso não medicinal)
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;520;2005200;5603.92.90;Sutiã descartável, assemelhados e papel para depilação
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;530;2005300;8203.20.90;Pinças para sobrancelhas
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;540;2005400;8214.10.00;Espátulas (artigos de cutelaria)
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;550;2005500;8214.20.00;Utensílios e sortidos de utensílios de manicuros ou de pedicuros (incluídas as limas para unhas)
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;560;2005600;"9025.11.109025.19.90";Termômetros, inclusive o digital
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;570;2005700;9603.2;Escovas e pincéis de barba, escovas para cabelos, para cílios ou para unhas e outras escovas de toucador de pessoas, incluídas as que sejam partes de aparelhos, exceto escovas de dentes
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;580;2005800;9603.21.00;Escovas de dentes, incluídas as escovas para dentaduras
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;590;2005900;9603.30.00;Pincéis para aplicação de produtos cosméticos
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;600;2006000;9605.00.00;Sortidos de viagem, para toucador de pessoas para costura ou para limpeza de calçado ou de roupas
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;610;2006100;9615;Pentes, travessas para cabelo e artigos semelhantes grampos (alfinetes) para cabelo pinças (pinceguiches), onduladores, bobes (rolos) e artefatos semelhantes para penteados, e suas partes, exceto os classificados na posição 8516 e suas partes
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;620;2006200;9616.20.00;Borlas ou esponjas para pós ou para aplicação de outros cosméticos ou de produtos de toucador
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;630;2006300;"3923.30.003924.90.003924.10.004014.90.907010.20.00";Mamadeiras
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;640;2006400;"8212.10.208212.20.10";"Aparelhos e lâminas de barbear "
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;10;2100100;"7321.11.007321.81.007321.90.00";Fogões de cozinha de uso doméstico e suas partes
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;20;2100200;8418.10.00;Combinações de refrigeradores e congeladores (“freezers”), munidos de portas exteriores separadas
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;30;2100300;8418.21.00;Refrigeradores do tipo doméstico, de compressão
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;40;2100400;8418.29.00;Outros refrigeradores do tipo doméstico
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;50;2100500;8418.30.00;Congeladores (“freezers”) horizontais tipo arca, de capacidade não superior a 800 litros
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;60;2100600;8418.40.00;Congeladores (“freezers”) verticais tipo armário, de capacidade não superior a 900 litros
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;70;2100700;8418.50;Outros móveis (arcas, armários, vitrines, balcões e móveis semelhantes) para a conservação e exposição de produtos, que incorporem um equipamento para a produção de frio
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;80;2100800;8418.69.9;Mini adega e similares
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;90;2100900;8418.69.99;Máquinas para produção de gelo
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;100;2101000;8418.99.00;Partes dos refrigeradores, congeladores, mini adegas e similares, máquinas para produção de gelo e bebedouros descritos nos CEST 21.002.00, 21.003.00, 21.004.00, 21.005.00, 21.006.00, 21.007.00, 21.008.00, 21.009.00 e 21.013.00
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;110;2101100;8421.12;Secadoras de roupa de uso doméstico
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;120;2101200;8421.19.90;Outras secadoras de roupas e centrífugas de uso doméstico
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;130;2101300;8418.69.31;Bebedouros refrigerados para água
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;140;2101400;8421.9;Partes das secadoras de roupas e centrífugas de uso doméstico e dos aparelhos para filtrar ou depurar água, descritos nos CEST 21.011.00 e 21.012.00 e 21.098.00
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;150;2101500;"8422.11.008422.90.10";Máquinas de lavar louça do tipo doméstico e suas partes
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;160;2101600;8443.31;Máquinas que executem pelo menos duas das seguintes funções: impressão, cópia ou transmissão de telecópia (fax), capazes de ser conectadas a uma máquina automática para processamento de dados ou a uma rede
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;170;2101700;8443.32;Outras impressoras, máquinas copiadoras e telecopiadores (fax), mesmo combinados entre si, capazes de ser conectados a uma máquina automática para processamento de dados ou a uma rede
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;180;2101800;8443.9;Partes e acessórios de máquinas e aparelhos de impressão por meio de blocos, cilindros e outros elementos de impressão da posição 8442 e de outras impressoras, máquinas copiadoras e telecopiadores (fax), mesmo combinados entre si
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;190;2101900;8450.11.00;Máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico, de capacidade não superior a 10 kg, em peso de roupa seca, inteiramente automáticas
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;200;2102000;8450.12.00;Outras máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico, com secador centrífugo incorporado
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;210;2102100;8450.19.00;Outras máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;220;2102200;8450.20;Máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico, de capacidade superior a 10 kg, em peso de roupa seca
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;230;2102300;8450.90;Partes de máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;240;2102400;8451.21.00;Máquinas de secar de uso doméstico de capacidade não superior a 10 kg, em peso de roupa seca
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;250;2102500;8451.29.90;Outras máquinas de secar de uso doméstico
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;260;2102600;8451.90;Partes de máquinas de secar de uso doméstico
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;270;2102700;8452.10.00;Máquinas de costura de uso doméstico
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;280;2102800;8471.30;Máquinas automáticas para processamento de dados, portáteis, de peso não superior a 10 kg, contendo pelo menos uma unidade central de processamento, um teclado e uma tela
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;290;2102900;8471.4;Outras máquinas automáticas para processamento de dados
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;300;2103000;8471.50.10;Unidades de processamento, de pequena capacidade, exceto as das subposições 8471.41 ou 8471.49, podendo conter, no mesmo corpo, um ou dois dos seguintes tipos de unidades: unidade de memória, unidade de entrada e unidade de saída baseadas em microprocessadores, com capacidade de instalação, dentro do mesmo gabinete, de unidades de memória da subposição 8471.70, podendo conter múltiplos conectores de expansão (“slots”), e valor FOB inferior ou igual a US$ 12.500,00, por unidade
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;310;2103100;8471.60.5;Unidades de entrada, exceto as classificadas no código 8471.60.54
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;320;2103200;8471.60.90;Outras unidades de entrada ou de saída, podendo conter, no mesmo corpo, unidades de memória
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;330;2103300;8471.70;Unidades de memória
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;340;2103400;8471.90;Outras máquinas automáticas para processamento de dados e suas unidades leitores magnéticos ou ópticos, máquinas para registrar dados em suporte sob forma codificada, e máquinas para processamento desses dados, não especificadas nem compreendidas em outras posições
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;350;2103500;8473.30;Partes e acessórios das máquinas da posição 84.71
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;360;2103600;8504.3;Outros transformadores, exceto os classificados nos códigos 8504.33.00 e 8504.34.00
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;370;2103700;8504.40.10;Carregadores de acumuladores
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;380;2103800;8504.40.40;Equipamentos de alimentação ininterrupta de energia (UPS ou “no break”)
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;390;2103900;8507.80.00;Outros acumuladores
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;400;2104000;8508;Aspiradores
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;410;2104100;8509;Aparelhos eletromecânicos de motor elétrico incorporado, de uso doméstico e suas partes
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;420;2104200;8509.80.10;Enceradeiras
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;430;2104300;8516.10.00;Chaleiras elétricas
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;440;2104400;8516.40.00;Ferros elétricos de passar
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;450;2104500;8516.50.00;Fornos de micro-ondas
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;460;2104600;8516.60.00;Outros fornos fogareiros (incluídas as chapas de cocção), grelhas e assadeiras, exceto os portáteis
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;470;2104700;8516.60.00;Outros fornos fogareiros (incluídas as chapas de cocção), grelhas e assadeiras, portáteis
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;480;2104800;8516.71.00;Outros aparelhos eletrotérmicos de uso doméstico - Cafeteiras
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;490;2104900;8516.72.00;Outros aparelhos eletrotérmicos de uso doméstico - Torradeiras
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;500;2105000;8516.79;Outros aparelhos eletrotérmicos de uso doméstico
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;510;2105100;8516.90.00;Partes das chaleiras, ferros, fornos e outros aparelhos eletrotérmicos da posição 85.16, descritos nos CEST 21.043.00, 21.044.00, 21.045.00, 21.046.00, 21.047.00, 21.048.00, 21.049.00 e 21.050.00
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;520;2105200;8517.11.00;Aparelhos telefônicos por fio com unidade auscultador - microfone sem fio
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;530;2105300;8517.12.3;Telefones para redes celulares, exceto por satélite, os de uso automotivo e os classificados no CEST 21.053.01
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;531;2105301;8517.12.31;Telefones para redes celulares portáteis, exceto por satélite
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;540;2105400;8517.12;Outros telefones para outras redes sem fio, exceto para redes de celulares e os de uso automotivo
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;550;2105500;8517.18.91;Outros aparelhos telefônicos não combinados com outros aparelhos
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;551;2105501;8517.18.99;Outros aparelhos telefônicos
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;560;2105600;8517.62.5;Aparelhos para transmissão ou recepção de voz, imagem ou outros dados em rede com fio, exceto os classificados nos códigos 8517.62.51, 8517.62.52 e 8517.62.53
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;570;2105700;8518;Microfones e seus suportes alto-falantes, mesmo montados nos seus receptáculos, fones de ouvido (auscultadores), mesmo combinados com microfone e conjuntos ou sortidos constituídos por um microfone e um ou mais alto-falantes, amplificadores elétricos de audiofrequência, aparelhos elétricos de amplificação de som suas partes e acessórios exceto os de uso automotivo
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;580;2105800;"851985228527.1";Aparelhos de radiodifusão suscetíveis de funcionarem sem fonte externa de energia. Aparelhos de gravação de som aparelhos de reprodução de som aparelhos de gravação e de reprodução de som partes e acessórios exceto os de uso automotivo
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;590;2105900;8519.81.90;Outros aparelhos de gravação de som aparelhos de reprodução de som aparelhos de gravação e de reprodução de som partes e acessórios exceto os de uso automotivo
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;600;2106000;8521.90.10;Gravador-reprodutor e editor de imagem e som, em discos, por meio magnético, óptico ou optomagnético, exceto de uso automotivo
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;610;2106100;8521.90.90;Outros aparelhos videofônicos de gravação ou reprodução, mesmo incorporando um receptor de sinais videofônicos, exceto os de uso automotivo
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;620;2106200;8523.51.10;"Cartões de memória (""memorycards"")"
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;630;2106300;8523.52.00;"Cartões inteligentes (""smartcards""), exceto o item classificado no CEST 21.064.00"
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;640;2106400;8523.52.00;"Cartões inteligentes (""sim cards"")"
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;650;2106500;8525.80.2;Câmeras fotográficas digitais e câmeras de vídeo e suas partes
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;660;2106600;8527.9;Outros aparelhos receptores para radiodifusão, mesmo combinados num invólucro, com um aparelho de gravação ou de reprodução de som, ou com um relógio, inclusive caixa acústica para Home Theaters classificados na posição 8518
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;670;2106700;"8528.49.298528.59.208528.69";Monitores e projetores que não incorporem aparelhos receptores de televisão, policromáticos
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;671;2106701;8528.62.00;Projetores capazes de serem conectados diretamente a uma máquina automática para processamento de dados da posição 84.71 e concebidos para serem utilizados com esta máquina
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;680;2106800;8528.52.20;Outros monitores capazes de serem conectados diretamente a uma máquina automática para processamento de dados da posição 84.71 e concebidos para serem utilizados com esta máquina, policromáticos
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;690;2106900;8528.7;Aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou reprodução de som ou de imagens - Televisores de CRT (tubo de raios catódicos)
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;700;2107000;8528.7;Aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou reprodução de som ou de imagens - Televisores de LCD (Display de Cristal Líquido)
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;710;2107100;8528.7;Aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou reprodução de som ou de imagens - Televisores de Plasma
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;720;2107200;8528.7;Outros aparelhos receptores de televisão não dotados de monitores ou display de vídeo
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;730;2107300;8528.7;Outros aparelhos receptores de televisão não relacionados nos CEST 21.069.00, 21.070.00, 21.071.00 e 21.072.00
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;740;2107400;9006.59;Câmeras fotográficas dos tipos utilizadas para preparação de clichês ou cilindros de impressão
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;750;2107500;9006.40.00;Câmeras fotográficas para filmes de revelação e copiagem instantâneas
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;760;2107600;9018.90.50;Aparelhos de diatermia
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;770;2107700;9019.10.00;Aparelhos de massagem
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;780;2107800;9032.89.11;Reguladores de voltagem eletrônicos
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;790;2107900;9504.50.00;Consoles e máquinas de jogos de vídeo, exceto os classificados na subposição 9504.30
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;800;2108000;8517.62.1;Multiplexadores e concentradores
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;810;2108100;8517.62.22;Centrais automáticas privadas, de capacidade inferior ou igual a 25 ramais
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;820;2108200;8517.62.39;Outros aparelhos para comutação
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;830;2108300;8517.62.4;Roteadores digitais, em redes com ou sem fio
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;840;2108400;8517.62.62;Aparelhos emissores com receptor incorporado de sistema troncalizado (“trunking”), de tecnologia celular
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;850;2108500;8517.62.9;Outros aparelhos de recepção, conversão e transmissão ou regeneração de voz, imagens ou outros dados, incluindo os aparelhos de comutação e roteamento
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;860;2108600;8517.70.21;Antenas próprias para telefones celulares portáteis, exceto as telescópicas
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;870;2108700;"8214.908510";Aparelhos ou máquinas de barbear, máquinas de cortar o cabelo ou de tosquiar e aparelhos de depilar, e suas partes
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;880;2108800;8414.5;Ventiladores, exceto os de uso agrícola
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;890;2108900;8414.59.90;Ventiladores de uso agrícola
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;900;2109000;8414.60.00;Coifas com dimensão horizontal máxima não superior a 120 cm
XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;910;2109100;8414.90.20;Partes de ventiladores ou coifas aspirantes
