CFOP;Descrição Resumida do CFOP;Aplicação
1660;1.660 - Devolução de venda de combustível ou lubrificante destinados à industrialização subseqüente;"Devolução de venda de combustível ou lubrificante, cuja saída tenha sido classificada como ""Venda de combustível ou lubrificante destinados à industrialização subseqüente"". (Decreto 26.174/2003)(efeitos a partir 01.01.2004)"
1661;1.661 - Devolução de venda de combustível ou lubrificante destinados à comercialização;"Devolução de venda de combustível ou lubrificante, cuja saída tenha sido classificada como ""Venda de combustível ou lubrificante para comercialização"".(Decreto 26.174/2003)(efeitos a partir 01.01.2004)."
1662;1.662 - Devolução de venda de combustível ou lubrificante destinados a consumidor ou usuário final;"Devolução de venda de combustível ou lubrificante, cuja saída tenha sido classificada como ""Venda de combustível ou lubrificante por consumidor ou usuário final""..(Decreto 26.174/2003)(efeitos a partir 01.01.2004)"
1663;1.663 - Entrada de combustível ou lubrificante p/ armazenagem;Entrada de combustível ou lubrificante para armazenagem. .(Decreto 26.174/2003)(efeitos a partir 01.01.2004)
1664;1.664 - Retorno de combustível ou lubrificante remetidos p/ armazenagem;Entrada, ainda que simbólica, por retorno de combustível ou lubrificante, remetidos para armazenagem. .(Decreto 26.174/2003)(efeitos a partir 01.01.2004)
1901;1.901 - Entrada p/ industrialização por encomenda;Classificam-se neste código as entradas de insumos recebidos para industrialização por encomenda de outra empresa ou de outro estabelecimento da mesma empresa.
1902;1.902 - Retorno de mercadoria remetida p/ industrialização por encomenda;Classificam-se neste código o retorno dos insumos remetidos para industrialização por encomenda, incorporados ao produto final pelo estabelecimento industrializador.
1903;1.903 - Entrada de mercadoria remetida p/ industrialização e não aplicada no referido processo;Classificam-se neste código as entradas em devolução de insumos remetidos para industrialização e não aplicados no referido processo.
1904;1.904 - Retorno de remessa p/ venda fora do estabelecimento;Classificam-se neste código as entradas em retorno de mercadorias remetidas para venda fora do estabelecimento, inclusive por meio de veículos, e não comercializadas.
1905;1.905 - Entrada de mercadoria recebida p/ depósito em depósito fechado ou armazém geral;Classificam-se neste código as entradas de mercadorias recebidas para depósito em depósito fechado ou armazém geral.
1906;1.906 - Retorno de mercadoria remetida p/ depósito fechado ou armazém geral;Classificam-se neste código as entradas em retorno de mercadorias remetidas para depósito em depósito fechado ou armazém geral.
1907;1.907 - Retorno simbólico de mercadoria remetida p/ depósito fechado ou armazém geral;Classificam-se neste código as entradas em retorno simbólico de mercadorias remetidas para depósito em depósito fechado ou armazém geral, quando as mercadorias depositadas tenham sido objeto de saída a qualquer título e que não tenham retornado ao estabelecimento depositante.
1908;1.908 - Entrada de bem por conta de contrato de comodato ou locação;Classificam-se neste código as entradas de bens recebidos em cumprimento de contrato de comodato ou locação
1909;1.909 - Retorno de bem remetido por conta de contrato de comodato ou locação;Classificam-se neste código as entradas de bens recebidos em devolução após cumprido o contrato de comodato.
1910;1.910 - Entrada de bonificação, doação ou brinde;Classificam-se neste código as entradas de mercadorias recebidas a título de bonificação, doação ou brinde.
1911;1.911 - Entrada de amostra grátis;Classificam-se neste código as entradas de mercadorias recebidas a título de amostra grátis.
1912;1.912 - Entrada de mercadoria ou bem recebido p/ demonstração;Classificam-se neste código as entradas de mercadorias ou bens recebidos para demonstração.
1913;1.913 - Retorno de mercadoria ou bem remetido p/ demonstração;Classificam-se neste código as entradas em retorno de mercadorias ou bens remetidos para demonstração.
1914;1.914 - Retorno de mercadoria ou bem remetido p/ exposição ou feira;Classificam-se neste código as entradas em retorno de mercadorias ou bens remetidos para exposição ou feira.
1915;1.915 - Entrada de mercadoria ou bem recebido p/ conserto ou reparo;Classificam-se neste código as entradas de mercadorias ou bens recebidos para conserto ou reparo.
1916;1.916 - Retorno de mercadoria ou bem remetido p/ conserto ou reparo;Classificam-se neste código as entradas em retorno de mercadorias ou bens remetidos para conserto ou reparo.
1917;1.917 - Entrada de mercadoria recebida em consignação mercantil ou industrial;Classificam-se neste código as entradas de mercadorias recebidas a título de consignação mercantil ou industrial.
1918;1.918 - Devolução de mercadoria remetida em consignação mercantil ou industrial;Classificam-se neste código as entradas por devolução de mercadorias remetidas anteriormente a título de consignação mercantil ou industrial.
1919;1.919 - Devolução simbólica de mercadoria vendida ou utilizada em processo industrial, remetida anteriormente em consignação mercantil ou industrial;Classificam-se neste código as entradas por devolução simbólica de mercadorias vendidas ou utilizadas em processo industrial, remetidas anteriormente a título de consignação mercantil ou industrial.
1920;1.920 - Entrada de vasilhame ou sacaria;Classificam-se neste código as entradas de vasilhame ou sacaria.
1921;1.921 - Retorno de vasilhame ou sacaria;Classificam-se neste código as entradas em retorno de vasilhame ou sacaria.
1922;1.922 - Lançamento efetuado a título de simples faturamento decorrente de compra p/ recebimento futuro;Classificam-se neste código os registros efetuados a título de simples faturamento decorrente de compra para recebimento futuro.
1923;1.923 - Entrada de mercadoria recebida do vendedor remetente, em venda à ordem;Classificam-se neste código as entradas de mercadorias recebidas do vendedor remetente, em vendas à ordem, cuja compra do adquirente originário, foi classificada nos códigos 1.120 - Compra para industrialização, em venda à ordem, já recebida do vendedor remetente ou 1.121 - Compra para comercialização, em venda à ordem, já recebida do vendedor remetente.
1924;1.924 - Entrada p/ industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente;Classificam-se neste código as entradas de insumos recebidos para serem industrializados por conta e ordem do adquirente, nas hipóteses em que os insumos não tenham transitado pelo estabelecimento do adquirente dos mesmos.
1925;1.925 - Retorno de mercadoria remetida p/ industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente;Classificam-se neste código o retorno dos insumos remetidos por conta e ordem do adquirente, para industrialização e incorporados ao produto final pelo estabelecimento industrializador, nas hipóteses em que os insumos não tenham transitado pelo estabelecimento do adquirente.
1926;1.926 - Lançamento efetuado a título de reclassificação de mercadoria decorrente de formação de kit ou de sua desagregação;Classificam-se neste código os registros efetuados a título de reclassificação decorrente de formação de kit de mercadorias ou de sua desagregação.
1931;1.931 - Lançamento efetuado pelo tomador do serviço de transporte, quando a responsabilidade de retenção do imposto for atribuída ao remetente ou alienante da mercadoria, pelo serviço de transporte realizado por transportador autônomo ou por transportador não-inscrito na UF onde se tenha iniciado o serviço.;"Lançamento efetuado pelo tomador do serviço de transporte realizado por transportador autônomo ou por transportador não-inscrito na Unidade da Federação onde se tenha iniciado o serviço, quando a responsabilidade pela retenção do imposto for atribuída ao remetente ou alienante da mercadoria.(ACR Ajuste SINIEF 03/2004) (DECRETO Nº 26.810/2004))(efeitos a partir 01.01.2005)"
1932;1.932 - Aquisição de serviço de transporte iniciado em UF diversa daquela onde esteja inscrito o prestador;Aquisição de serviço de transporte que tenha sido iniciado em Unidade da Federação diversa daquela onde o prestador esteja inscrito como contribuinte. (ACR Ajuste SINIEF 03/2004) (DECRETO Nº 26.810/2004) (efeitos a partir 01.01.2005)
1933;1.933 - Aquisição de serviço tributado pelo Imposto sobre Serviços de Qualquer Natureza;Aquisição de serviço, cujo imposto é de competência municipal, desde que informado em Nota Fiscal modelo 1 ou 1-A. (NR Ajuste SINIEF 06/2005) (DECRETO Nº 26.868/2006 - efeitos a partir 01.01.2006)
